timestamp,time (s),force,position,strain
00:07:17.382,437.382,519,1961,27.61506276150628
00:07:17.640,437.64,519,1961,27.61506276150628
00:07:17.891,437.891,519,1961,27.61506276150628
00:07:18.143,438.14300000000003,520,1961,27.61506276150628
00:07:18.394,438.394,519,1961,27.61506276150628
00:07:18.652,438.652,520,1961,27.61506276150628
00:07:18.904,438.904,519,1961,27.61506276150628
00:07:19.155,439.155,520,1961,27.61506276150628
00:07:19.407,439.407,519,1961,27.61506276150628
00:07:19.658,439.658,519,1961,27.61506276150628
00:07:19.909,439.909,519,1961,27.61506276150628
00:07:20.167,440.16700000000003,519,1961,27.61506276150628
00:07:20.425,440.425,519,1961,27.61506276150628
00:07:20.684,440.684,520,1961,27.61506276150628
00:07:20.942,440.942,519,1961,27.61506276150628
00:07:21.200,441.2,519,1961,27.61506276150628
00:07:21.451,441.451,519,1961,27.61506276150628
00:07:21.709,441.709,520,1961,27.61506276150628
00:07:21.960,441.96,519,1961,27.61506276150628
00:07:22.212,442.212,519,1961,27.61506276150628
00:07:22.470,442.47,519,1961,27.61506276150628
00:07:22.721,442.721,519,1961,27.61506276150628
00:07:22.973,442.973,520,1961,27.61506276150628
00:07:23.231,443.231,519,1961,27.61506276150628
00:07:23.482,443.48199999999997,519,1961,27.61506276150628
00:07:23.740,443.74,520,1961,27.61506276150628
00:07:24.018,444.01800000000003,519,1961,27.61506276150628
00:07:24.276,444.276,519,1961,27.61506276150628
00:07:24.534,444.534,519,1961,27.61506276150628
00:07:24.786,444.786,520,1961,27.61506276150628
00:07:25.044,445.044,519,1961,27.61506276150628
00:07:25.302,445.302,519,1961,27.61506276150628
00:07:25.560,445.56,520,1961,27.61506276150628
00:07:25.818,445.818,519,1961,27.61506276150628
00:07:26.069,446.069,520,1961,27.61506276150628
00:07:26.327,446.327,519,1961,27.61506276150628
00:07:26.579,446.579,520,1961,27.61506276150628
00:07:26.830,446.83,519,1961,27.61506276150628
00:07:27.081,447.081,519,1961,27.61506276150628
00:07:27.339,447.339,519,1961,27.61506276150628
00:07:27.591,447.591,520,1961,27.61506276150628
00:07:27.849,447.849,520,1961,27.61506276150628
00:07:28.107,448.10699999999997,520,1961,27.61506276150628
00:07:28.358,448.358,519,1961,27.61506276150628
00:07:28.610,448.61,520,1961,27.61506276150628
00:07:28.861,448.861,520,1961,27.61506276150628
00:07:29.113,449.113,520,1961,27.61506276150628
00:07:29.364,449.364,520,1961,27.61506276150628
00:07:29.615,449.615,519,1961,27.61506276150628
00:07:29.867,449.867,519,1961,27.61506276150628
00:07:30.112,450.112,519,1961,27.61506276150628
00:07:30.396,450.396,519,1961,27.61506276150628
00:07:30.681,450.681,519,1961,27.61506276150628
00:07:30.958,450.95799999999997,519,1961,27.61506276150628
00:07:31.250,451.25,520,1961,27.61506276150628
00:07:31.514,451.514,520,1961,27.61506276150628
00:07:31.766,451.766,519,1961,27.61506276150628
00:07:32.017,452.017,520,1961,27.61506276150628
00:07:32.269,452.269,519,1961,27.61506276150628
00:07:32.520,452.52,519,1961,27.61506276150628
00:07:32.771,452.771,519,1961,27.61506276150628
00:07:33.023,453.023,520,1961,27.61506276150628
00:07:33.268,453.26800000000003,519,1961,27.61506276150628
00:07:33.519,453.519,520,1961,27.61506276150628
